Model,Platform,Benchmark Suite,Benchmark,Dataset,Oracle Mapping,Predicted Mapping,Correct?,Speedup
Static mapping,nvidia_gtx_960,rodinia-3.1,normalize_weights_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,rodinia-3.1,nw_kernel1,default,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,rodinia-3.1,nw_kernel1,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,rodinia-3.1,nw_kernel1,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,rodinia-3.1,nw_kernel1,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,rodinia-3.1,nw_kernel1,default,0,0,1,1.848559095425148
DeepTuneInst2Vec,nvidia_gtx_960,rodinia-3.1,nw_kernel1,default,0,0,1,1.848559095425148
Grewe et al.,nvidia_gtx_960,rodinia-3.1,nw_kernel1,default,0,0,1,1.848559095425148
Static mapping,nvidia_gtx_960,rodinia-3.1,nw_kernel1,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,rodinia-3.1,nw_kernel2,default,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,rodinia-3.1,nw_kernel2,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,rodinia-3.1,nw_kernel2,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,rodinia-3.1,nw_kernel2,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,rodinia-3.1,nw_kernel2,default,0,0,1,1.853587964568539
DeepTuneInst2Vec,nvidia_gtx_960,rodinia-3.1,nw_kernel2,default,0,0,1,1.853587964568539
Grewe et al.,nvidia_gtx_960,rodinia-3.1,nw_kernel2,default,0,0,1,1.853587964568539
Static mapping,nvidia_gtx_960,rodinia-3.1,nw_kernel2,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,rodinia-3.1,pgain_kernel,default,0,1,0,0.756095192584399
DeepTuneInst2Vec,amd_tahiti_7970,rodinia-3.1,pgain_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,rodinia-3.1,pgain_kernel,default,0,1,0,0.756095192584399
Static mapping,amd_tahiti_7970,rodinia-3.1,pgain_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,rodinia-3.1,pgain_kernel,default,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,rodinia-3.1,pgain_kernel,default,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,rodinia-3.1,pgain_kernel,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,rodinia-3.1,pgain_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,rodinia-3.1,sum_kernel,default,0,1,0,0.49897888593768797
DeepTuneInst2Vec,amd_tahiti_7970,rodinia-3.1,sum_kernel,default,0,1,0,0.49897888593768797
Grewe et al.,amd_tahiti_7970,rodinia-3.1,sum_kernel,default,0,1,0,0.49897888593768797
Static mapping,amd_tahiti_7970,rodinia-3.1,sum_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,rodinia-3.1,sum_kernel,default,0,0,1,2.473884131439536
DeepTuneInst2Vec,nvidia_gtx_960,rodinia-3.1,sum_kernel,default,0,0,1,2.473884131439536
Grewe et al.,nvidia_gtx_960,rodinia-3.1,sum_kernel,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,rodinia-3.1,sum_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,rodinia-3.1,time_step,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,rodinia-3.1,time_step,default,0,1,0,0.6961139997436454
Grewe et al.,amd_tahiti_7970,rodinia-3.1,time_step,default,0,1,0,0.6961139997436454
Static mapping,amd_tahiti_7970,rodinia-3.1,time_step,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,rodinia-3.1,time_step,default,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,rodinia-3.1,time_step,default,0,0,1,1.080166875706064
Grewe et al.,nvidia_gtx_960,rodinia-3.1,time_step,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,rodinia-3.1,time_step,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,BFS_kernel_warp,default,0,1,0,0.184043495323884
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,BFS_kernel_warp,default,0,1,0,0.184043495323884
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,BFS_kernel_warp,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,BFS_kernel_warp,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,BFS_kernel_warp,default,0,0,1,1.470014321324031
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,BFS_kernel_warp,default,0,0,1,1.470014321324031
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,BFS_kernel_warp,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,BFS_kernel_warp,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,CopyRect,default,1,1,1,1.0397298688843348
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,CopyRect,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,CopyRect,default,1,1,1,1.0397298688843348
Static mapping,amd_tahiti_7970,shoc-1.1.5,CopyRect,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,CopyRect,default,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,CopyRect,default,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,CopyRect,default,0,0,1,2.770320570373789
Static mapping,nvidia_gtx_960,shoc-1.1.5,CopyRect,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,1,1,17.037622268347764
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,1,1,17.037622268347764
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,0,0,0.013949526956354187
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,0,0,0.013949526956354187
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,0,0,0.013949526956354187
Static mapping,nvidia_gtx_960,shoc-1.1.5,FindKeyWithDigest_Kernel,default,1,1,1,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,StencilKernel,default,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,StencilKernel,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,StencilKernel,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,StencilKernel,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,StencilKernel,default,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,StencilKernel,default,0,0,1,2.6892333963741546
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,StencilKernel,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,StencilKernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,Triad,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,Triad,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,Triad,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,Triad,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,Triad,default,0,0,1,3.6333962384791016
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,Triad,default,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,Triad,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,Triad,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,1,1,8.46911779939917
DeepTune,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,1,1,1.4344673523525853
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,1,1,8.46911779939917
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,1,1,1.4344673523525853
Static mapping,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,bottom_scan,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,0,1,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,1,0,0,0.5061791092523158
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,0,0,1,3.422933077891404
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,1,0,0,0.5061791092523158
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,0,0,1,3.422933077891404
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,1,0,0,0.5061791092523158
Static mapping,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,bottom_scan,default,1,1,1,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,chk1D_512,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,chk1D_512,default,0,1,0,0.6425736489919027
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,chk1D_512,default,0,1,0,0.6425736489919027
Static mapping,amd_tahiti_7970,shoc-1.1.5,chk1D_512,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,chk1D_512,default,0,0,1,2.3253551133303034
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,chk1D_512,default,0,0,1,2.3253551133303034
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,chk1D_512,default,0,0,1,2.3253551133303034
Static mapping,nvidia_gtx_960,shoc-1.1.5,chk1D_512,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,compute_lj_force,default,1,1,1,3.5683577320497317
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,compute_lj_force,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,compute_lj_force,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,compute_lj_force,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,compute_lj_force,default,0,0,1,1.1712557443125824
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,compute_lj_force,default,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,compute_lj_force,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,compute_lj_force,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,fft1D_512,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,fft1D_512,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,fft1D_512,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,fft1D_512,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,fft1D_512,default,0,0,1,1.6757958018102235
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,fft1D_512,default,0,0,1,1.6757958018102235
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,fft1D_512,default,0,0,1,1.6757958018102235
Static mapping,nvidia_gtx_960,shoc-1.1.5,fft1D_512,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,gr_base,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,gr_base,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,gr_base,default,0,1,0,0.5259961193370887
Static mapping,amd_tahiti_7970,shoc-1.1.5,gr_base,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,gr_base,default,0,0,1,1.9560720673353051
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,gr_base,default,0,0,1,1.9560720673353051
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,gr_base,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,gr_base,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ifft1D_512,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ifft1D_512,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ifft1D_512,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ifft1D_512,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ifft1D_512,default,0,0,1,1.6765779346772474
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ifft1D_512,default,0,0,1,1.6765779346772474
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ifft1D_512,default,0,0,1,1.6765779346772474
Static mapping,nvidia_gtx_960,shoc-1.1.5,ifft1D_512,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,qssa2_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,qssa2_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,qssa2_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,qssa2_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,qssa2_kernel,default,0,0,1,1.5957444941651315
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,qssa2_kernel,default,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,qssa2_kernel,default,0,1,0,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,qssa2_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,qssa_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,qssa_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,qssa_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,qssa_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,qssa_kernel,default,0,0,1,1.5816704196229725
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,qssa_kernel,default,0,0,1,1.5816704196229725
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,qssa_kernel,default,0,0,1,1.5816704196229725
Static mapping,nvidia_gtx_960,shoc-1.1.5,qssa_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,qssab_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,qssab_kernel,default,0,1,0,0.5699509790016839
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,qssab_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,qssab_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,qssab_kernel,default,0,0,1,1.827703850890152
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,qssab_kernel,default,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,qssab_kernel,default,0,0,1,1.827703850890152
Static mapping,nvidia_gtx_960,shoc-1.1.5,qssab_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt10_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt10_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt10_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt10_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt10_kernel,default,0,0,1,2.2334472512617993
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt10_kernel,default,0,0,1,2.2334472512617993
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt10_kernel,default,0,0,1,2.2334472512617993
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt10_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt2_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt2_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt2_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt2_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt2_kernel,default,0,0,1,2.204424304470197
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt2_kernel,default,0,0,1,2.204424304470197
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt2_kernel,default,0,0,1,2.204424304470197
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt2_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt3_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt3_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt3_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt3_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt3_kernel,default,0,0,1,2.177875097609957
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt3_kernel,default,0,0,1,2.177875097609957
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt3_kernel,default,0,0,1,2.177875097609957
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt3_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt4_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt4_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt4_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt4_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt4_kernel,default,0,0,1,2.1657896682031677
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt4_kernel,default,0,0,1,2.1657896682031677
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt4_kernel,default,0,0,1,2.1657896682031677
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt4_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt5_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt5_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt5_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt5_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt5_kernel,default,0,0,1,2.1725201214566643
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt5_kernel,default,0,0,1,2.1725201214566643
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt5_kernel,default,0,0,1,2.1725201214566643
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt5_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt6_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt6_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt6_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt6_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt6_kernel,default,0,0,1,2.174041963369611
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt6_kernel,default,0,0,1,2.174041963369611
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt6_kernel,default,0,0,1,2.174041963369611
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt6_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt7_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt7_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt7_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt7_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt7_kernel,default,0,0,1,2.1811869361137775
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt7_kernel,default,0,0,1,2.1811869361137775
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt7_kernel,default,0,0,1,2.1811869361137775
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt7_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt8_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt8_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt8_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt8_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt8_kernel,default,0,0,1,2.1867085435849694
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt8_kernel,default,0,0,1,2.1867085435849694
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt8_kernel,default,0,0,1,2.1867085435849694
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt8_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt9_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt9_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt9_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt9_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt9_kernel,default,0,0,1,2.124855289315535
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt9_kernel,default,0,0,1,2.124855289315535
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt9_kernel,default,0,0,1,2.124855289315535
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt9_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratt_kernel,default,0,1,0,0.6058562041234457
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratt_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratt_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratt_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratt_kernel,default,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratt_kernel,default,0,0,1,1.6187499685500992
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratt_kernel,default,0,0,1,1.6187499685500992
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratt_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratx2_kernel,default,1,1,1,1.0464318954491048
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratx2_kernel,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratx2_kernel,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratx2_kernel,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratx2_kernel,default,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratx2_kernel,default,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratx2_kernel,default,1,0,0,0.9630389654105415
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratx2_kernel,default,1,1,1,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratx4_kernel,default,1,1,1,1.0840024464653675
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratx4_kernel,default,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratx4_kernel,default,1,0,0,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratx4_kernel,default,1,0,0,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratx4_kernel,default,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratx4_kernel,default,1,0,0,0.931404697994962
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratx4_kernel,default,1,1,1,1.0
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratx4_kernel,default,1,1,1,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratx_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratx_kernel,default,0,1,0,0.6260278093177437
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratx_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratx_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratx_kernel,default,0,0,1,1.5994757901561676
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratx_kernel,default,0,0,1,1.5994757901561676
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratx_kernel,default,0,0,1,1.5994757901561676
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratx_kernel,default,0,1,0,1.0
DeepTune,amd_tahiti_7970,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.0
Static mapping,amd_tahiti_7970,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.0
DeepTune,nvidia_gtx_960,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.6384441354731734
DeepTuneInst2Vec,nvidia_gtx_960,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.6384441354731734
Grewe et al.,nvidia_gtx_960,shoc-1.1.5,ratxb_kernel,default,0,0,1,1.6384441354731734
Static mapping,nvidia_gtx_960,shoc-1.1.5,ratxb_kernel,default,0,1,0,1.0
